,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
1110032A03Rik,0.027376334,-0.247345214,0.338,0.425,1
1110032F04Rik,0.063773337,-1.032231362,0.006,0.019,1
1110035H17Rik,0.001260582,-0.558445267,0.062,0.123,1
1110038B12Rik,0.022125628,-0.432821858,0.064,0.106,1
1110038F14Rik,2.25E-05,-0.881940548,0.109,0.21,0.598572688
1110046J04Rik,0.23647912,0.057290835,0.29,0.348,1
1110051M20Rik,0.134073749,0.191087895,0.736,0.752,1
1110059E24Rik,0.30460101,0.107705182,0.215,0.253,1
1110059G10Rik,0.958976052,0.081802939,0.056,0.055,1
1110065P20Rik,5.40E-08,-1.011430926,0.091,0.223,0.00143667
1190005I06Rik,0.944403551,0.154321703,0.095,0.096,1
1190007I07Rik,0.00088657,-0.743469525,0.076,0.144,1
1300002E11Rik,0.25769173,-0.29964422,0.038,0.053,1
1300014J16Rik,0.052307087,-0.659183273,0.008,0.023,1
1300017J02Rik,0.222005322,-0.11494529,0.064,0.085,1
1500002C15Rik,0.034090125,-0.951922631,0.012,0.032,1
1500004A13Rik,0.895264615,0.014844267,0.777,0.839,1
1500009C09Rik,0.020466155,-0.92266137,0.026,0.055,1
1500009L16Rik,0.673902504,0.264286525,0.175,0.193,1
1500011B03Rik,0.015332467,-0.315618416,0.328,0.408,1
1500015A07Rik,0.724946918,0.171359226,0.169,0.185,1
1500015L24Rik,0.114684742,1.655775344,0.014,0.004,1
1500026H17Rik,0.031642645,0.118984509,0.173,0.248,1
1500032F14Rik,0.106277943,-0.725932494,0.006,0.017,1
1500035N22Rik,0.717369702,0.116668476,0.135,0.146,1
1520401A03Rik,0.547681211,-0.353027774,0.018,0.023,1
1600002D24Rik,0.0338611,-0.823966231,0.012,0.032,1
1600002K03Rik,0.195186443,-0.139475221,0.05,0.07,1
1600010M07Rik,0.316508172,0.025940225,0.583,0.703,1
1600012H06Rik,0.667943053,0.23112531,0.125,0.138,1
1600014C10Rik,0.857489497,0.414921974,0.099,0.106,1
1600020E01Rik,0.613821789,0.257254413,0.276,0.31,1
1700001D01Rik,0.295207202,1.089820593,0.016,0.008,1
1700001G11Rik,0.877031104,0.424248719,0.105,0.113,1
1700001K19Rik,0.0523665,-0.450008472,0.05,0.081,1
1700001L19Rik,0.259377421,-0.428765897,0.012,0.021,1
1700001O22Rik,0.001762913,-1.516397616,0.014,0.049,1
1700003E16Rik,0.100783609,-0.000162425,0.046,0.072,1
1700003F12Rik,0.106296409,-0.000440102,0.117,0.159,1
1700003G18Rik,0.361133965,1.331724093,0.012,0.006,1
1700003M07Rik,0.085956473,-1.67410352,0.002,0.011,1
1700006F04Rik,0.425996729,-0.49698973,0.006,0.011,1
1700007F19Rik,0.004660929,-2.030685874,0.006,0.03,1
1700007J10Rik,0.557952161,0.456045945,0.062,0.072,1
1700007K13Rik,0.025991034,-2.820193804,0.002,0.015,1
1700007L15Rik,0.065351831,-1.124957561,0.01,0.025,1
1700008J07Rik,0.059864426,-0.695471798,0.034,0.059,1
1700008O03Rik,2.05E-06,-0.663024381,0.165,0.299,0.054483035
1700010I14Rik,0.852581752,0.360730873,0.062,0.066,1
1700010K24Rik,5.08E-05,-0.384949159,0.099,0.202,1
1700012D14Rik,0.349961097,0.102191374,0.296,0.346,1
1700012P22Rik,0.422615033,-0.644031794,0.006,0.011,1
1700013F07Rik,0.483621776,0.132646028,0.062,0.074,1
1700013M08Rik,0.943665439,-0.011716153,0.022,0.021,1
1700015F17Rik,0.031128019,-1.145675508,0.016,0.038,1
1700015H07Rik,0.512444162,-0.158551128,0.012,0.017,1
1700016C15Rik,0.814070448,0.080546588,0.01,0.008,1
1700016D06Rik,0.70424925,-0.355000728,0.02,0.023,1
1700016J18Rik,0.025295728,-1.520533809,0.01,0.03,1
1700016K05Rik,0.752913096,0.134215155,0.155,0.17,1
1700016P03Rik,0.000298471,-0.816346081,0.103,0.187,1
1700017B05Rik,0.149758569,-0.65437801,0.016,0.03,1
1700018A23Rik,0.311929416,-0.446402981,0.008,0.015,1
1700018L02Rik,0.083076262,0.834377021,0.038,0.019,1
1700019A02Rik,0.061586757,-0.177997851,0.032,0.057,1
1700019D03Rik,0.013588769,-0.150231983,0.282,0.382,1
1700019G24Rik,0.367073017,0.670145056,0.064,0.051,1
1700019J19Rik,0.487515558,-0.179304662,0.01,0.015,1
1700019L13Rik,0.222541599,-0.72418863,0.004,0.011,1
1700020D05Rik,0.64005963,0.179862671,0.014,0.011,1
1700021F05Rik,0.000186723,-0.462836706,0.185,0.301,1
1700021L23Rik,0.129626299,-1.525834886,0.004,0.013,1
1700022A22Rik,0.538376167,0.451651664,0.01,0.006,1
1700022H01Rik,0.13216924,-1.383399062,0.008,0.019,1
1700022I11Rik,0.659886694,0.334093952,0.068,0.076,1
1700022N22Rik,0.092354168,-0.410986162,0.02,0.038,1
1700023F06Rik,0.013814937,-0.293408367,0.058,0.102,1
1700024B18Rik,1.83E-06,0.606179907,0.706,0.675,0.048541745
1700024I08Rik,0.030211732,2.165807586,0.01,0,1
1700025C18Rik,0.535491959,0.699642333,0.01,0.006,1
1700025G04Rik,0.18817454,0.085412457,0.793,0.822,1
1700026F02Rik,0.472367324,0.058847274,0.185,0.21,1
1700027A07Rik,0.707599116,0.274940995,0.014,0.017,1
1700027H10Rik,0.642760452,0.504241629,0.085,0.079,1
1700028E10Rik,0.035899722,-0.079518016,0.04,0.072,1
1700028J19Rik,0.061560932,-0.572486086,0.014,0.032,1
1700028K03Rik,0.148208419,-0.000532303,0.105,0.14,1
1700029I15Rik,0.638354145,0.506135183,0.014,0.011,1
1700029J07Rik,0.276048591,0.116579789,0.08,0.102,1
1700030J22Rik,0.970796726,0.81734751,0.052,0.053,1
1700030K09Rik,0.381852014,0.677037856,0.145,0.134,1
1700030L22Rik,0.354434678,-0.040970351,0.066,0.083,1
1700030M09Rik,0.233781509,-0.408149999,0.01,0.019,1
1700030N03Rik,0.02648293,-1.804678295,0.002,0.015,1
1700034H15Rik,0.044713386,-0.596029388,0.042,0.072,1
1700034I23Rik,0.912872049,0.417826146,0.02,0.019,1
1700034P13Rik,0.00036353,-1.572558759,0.046,0.106,1
1700036A12Rik,0.704771244,0.693046264,0.018,0.015,1
1700037C18Rik,0.020279867,0.856803321,0.201,0.157,1
1700037F03Rik,0.529759034,-0.275294361,0.014,0.019,1
1700037H04Rik,0.007371024,-0.328960382,0.115,0.183,1
1700040D17Rik,0.007238487,-0.887532403,0.014,0.042,1
1700040L08Rik,0.217851811,-1.242307645,0.004,0.011,1
1700041B01Rik,0.235710876,0.10491989,0.026,0.015,1
1700041G16Rik,0.922497572,1.286261191,0.014,0.015,1
1700042O10Rik,0.623555963,0.172097,0.254,0.248,1
1700047A11Rik,0.757574463,0.403578653,0.042,0.038,1
1700047K16Rik,0.057622639,1.274431705,0.054,0.03,1
1700048O20Rik,0.033333649,-0.427542695,0.034,0.064,1
1700052H01Rik,0.635799504,0.761975535,0.014,0.011,1
1700052K11Rik,0.000188662,-0.840849116,0.036,0.096,1
1700054A03Rik,0.727797867,0.555864547,0.095,0.091,1
1700054M17Rik,0.458012403,-0.632121427,0.008,0.013,1
1700055D18Rik,0.722671669,0.305320669,0.018,0.021,1
1700056N10Rik,0.535312673,-0.23105349,0.016,0.021,1
1700057H15Rik,0.762334887,0.153927346,0.127,0.136,1
1700058P15Rik,0.08626414,-1.204313767,0.002,0.011,1
1700060O08Rik,0.216813982,1.097131653,0.042,0.028,1
1700061G19Rik,0.978248186,0.352691309,0.064,0.066,1
1700061I17Rik,0.221951454,-0.340791141,0.004,0.011,1
1700063D05Rik,0.289738413,1.825958009,0.016,0.008,1
1700063J08Rik,0.372005543,-0.78690449,0.028,0.038,1
1700064H15Rik,0.00835605,-0.883140493,0.03,0.066,1
1700066B19Rik,0.028928222,-0.282016687,0.111,0.163,1
1700066M21Rik,0.002690107,-0.458717842,0.042,0.091,1
1700071M16Rik,0.468357931,0.161976833,0.008,0.013,1
1700074H08Rik,0.913921909,0.909453899,0.02,0.021,1
1700080N15Rik,0.028624642,0.617679789,0.348,0.314,1
1700081N11Rik,0.178933612,-0.484910616,0.032,0.049,1
1700082M22Rik,0.064459318,-0.598346774,0.006,0.019,1
1700084C06Rik,0.053598467,-0.037012211,0.39,0.497,1
1700084E18Rik,0.465160983,0.237716888,0.008,0.013,1
1700084F23Rik,0.030211732,2.476224366,0.01,0,1
1700085D07Rik,0.471050924,0.458338752,0.266,0.265,1
1700086D15Rik,0.001349738,-1.151161525,0.012,0.047,1
1700086O06Rik,0.950991747,0.236266499,0.085,0.089,1
1700086P04Rik,0.006312184,-1.380745288,0.01,0.036,1
1700087I21Rik,0.273261506,0.434939115,0.139,0.119,1
1700087M22Rik,0.891720819,0.241870834,0.082,0.085,1
1700088E04Rik,0.035820092,-0.139902203,0.101,0.151,1
1700093J21Rik,0.039639881,-0.26910554,0.03,0.057,1
1700093K21Rik,0.919934433,0.189455981,0.01,0.011,1
1700094D03Rik,6.27E-07,-1.729730323,0.038,0.125,0.01667505
1700094J05Rik,0.592048793,0.357211359,0.012,0.008,1
1700094M23Rik,0.383580386,-0.136205147,0.028,0.038,1
1700095A21Rik,0.411589079,0.096366483,0.016,0.023,1
1700095J07Rik,0.269430638,-1.529008466,0.006,0.013,1
1700096J18Rik,0.026582269,-0.948112041,0.002,0.015,1
1700096K18Rik,0.064693336,-0.540900663,0.058,0.089,1
1700101I11Rik,0.008175036,-2.058461745,0.002,0.019,1
1700101O22Rik,0.291578388,1.286328282,0.01,0.004,1
1700102H20Rik,0.639206649,0.638628003,0.014,0.011,1
1700102P08Rik,0.184733799,-1.799558686,0.014,0.025,1
1700105P06Rik,0.000146073,-1.090694063,0.046,0.113,1
1700108J01Rik,0.705049423,-0.208084512,0.048,0.053,1
1700109G14Rik,0.153696432,-0.425567699,0.01,0.021,1
1700109H08Rik,0.146349444,-0.144622773,0.113,0.149,1
1700109K24Rik,0.045569453,0.581905672,0.394,0.38,1
1700110C19Rik,0.267052495,-1.22587308,0.006,0.013,1
1700110I01Rik,0.068866479,-1.1361598,0.016,0.034,1
1700110K17Rik,0.504595045,0.386072299,0.121,0.11,1
1700111E14Rik,5.61E-09,0.718575658,0.654,0.548,0.000149086
1700111N16Rik,0.872653624,-0.432566514,0.022,0.023,1
1700112D23Rik,0.870132118,0.379972422,0.085,0.091,1
1700112J16Rik,0.620622594,0.204637445,0.036,0.042,1
1700112M02Rik,0.866208201,-0.428298159,0.024,0.025,1
1700113A16Rik,0.861364417,0.415636462,0.05,0.053,1
1700120B22Rik,0.126694224,-0.135839852,0.052,0.076,1
1700120C14Rik,0.175284955,-0.250361768,0.08,0.106,1
1700121C08Rik,0.234545807,0.763093564,0.054,0.038,1
1700122E12Rik,0.132228648,-0.902400758,0.004,0.013,1
1700123J17Rik,0.085649693,-2.4076131,0.002,0.011,1
1700123M08Rik,0.30431838,0.823166738,0.105,0.089,1
1700123O12Rik,0.289542409,-1.281943743,0.016,0.025,1
1700123O20Rik,0.011703499,-1.211925552,0.03,0.064,1
1700125G02Rik,0.852418538,0.579389562,0.046,0.049,1
1700125H20Rik,0.061807548,-0.670514145,0.014,0.032,1
1700126G02Rik,0.467771369,0.121875079,0.368,0.425,1
1810009A15Rik,0.0205912,-1.137285421,0.016,0.04,1
1810010H24Rik,0.723945049,0.772440386,0.02,0.017,1
1810012K16Rik,0.501484148,1.466921226,0.018,0.013,1
1810013L24Rik,0.098511213,-0.129657896,0.314,0.389,1
1810014P07Rik,0.455643312,-1.477262246,0.008,0.013,1
1810019N24Rik,0.386955463,-0.108012321,0.014,0.021,1
1810021B22Rik,0.000680985,-0.657521893,0.085,0.159,1
1810024B03Rik,0.422224872,0.246968731,0.066,0.081,1
1810026B05Rik,6.87E-07,-0.566339508,0.332,0.514,0.018254895
1810030O07Rik,0.372778608,0.205390989,0.145,0.174,1
1810034E14Rik,0.189804172,-0.02924812,0.658,0.756,1
1810037I17Rik,8.46E-05,-0.733177044,0.093,0.183,1
1810044D09Rik,0.793772591,0.476569101,0.026,0.023,1
1810055G02Rik,0.565772091,-0.150450983,0.054,0.064,1
1810058I24Rik,0.012352793,-0.422942977,0.062,0.108,1
1810059C17Rik,0.344139231,-0.634547804,0.01,0.017,1
1810059H22Rik,0.518297162,-0.963848151,0.014,0.019,1
1810062O18Rik,0.354896795,-0.173441166,0.137,0.159,1
2010001A14Rik,0.010085553,-1.25350482,0.01,0.034,1
2010001K21Rik,0.086572696,-0.421079245,0.002,0.011,1
2010007H06Rik,0.656879606,-1.318905187,0.008,0.011,1
2010009K17Rik,0.557598129,0.471406655,0.062,0.072,1
2010103J01Rik,0.131108442,-1.257827113,0.004,0.013,1
2010109A12Rik,0.397455728,0.36995846,0.085,0.072,1
2010110E17Rik,0.08626414,-1.115265777,0.002,0.011,1
2010110G14Rik,0.237965371,1.796745823,0.014,0.006,1
2010204K13Rik,0.08953461,-0.268179289,0.026,0.047,1
2010300C02Rik,0.02177137,-0.095166216,0.133,0.193,1
2010308F09Rik,0.613689593,0.861794991,0.044,0.038,1
2010315B03Rik,0.040159326,-0.138631704,0.241,0.312,1
2010320M18Rik,0.00834652,-1.406613876,0.006,0.028,1
2010320O07Rik,0.104936651,-0.949733083,0.006,0.017,1
2210011C24Rik,0.492766403,-0.204740923,0.01,0.015,1
2210016F16Rik,0.779562153,0.116655319,0.089,0.098,1
2210016L21Rik,0.531403167,0.120109715,0.35,0.408,1
2210406O10Rik,0.719137609,-0.005195583,0.082,0.089,1
2210408F21Rik,0.757040786,0.051074996,0.732,0.792,1
2210408I21Rik,0.097018858,0.117154609,0.807,0.82,1
2210414B05Rik,0.597473662,0.3192796,0.012,0.008,1
2300009A05Rik,0.003572172,-0.226283302,0.233,0.329,1
2310002D06Rik,0.992225791,-0.424110408,0.032,0.032,1
2310002F09Rik,0.091854064,-0.343956197,0.109,0.146,1
2310009A05Rik,0.010059026,-0.756858911,0.068,0.115,1
2310009B15Rik,0.758411849,0.032233674,0.145,0.155,1
2310010J17Rik,0.904959187,0.164361298,0.014,0.015,1
2310011J03Rik,0.695981183,0.450199512,0.113,0.127,1
2310015A10Rik,0.993039972,0.395603218,0.04,0.04,1
2310016G11Rik,0.669855458,0.068415417,0.008,0.011,1
2310022A10Rik,0.232085199,-0.011288587,0.141,0.174,1
2310022B05Rik,0.081933088,-1.185275814,0.008,0.021,1
2310026I22Rik,0.410924496,-0.198246339,0.042,0.053,1
2310033P09Rik,0.711573727,0.243210051,0.308,0.325,1
2310034G01Rik,0.801289607,1.273673997,0.032,0.03,1
2310039H08Rik,0.001833241,-0.9459669,0.038,0.087,1
2310039L15Rik,2.67E-07,-0.122285054,0.022,0.102,0.007108338
2310040G24Rik,0.200343199,-1.577566323,0.008,0.017,1
2310043M15Rik,0.107734325,-0.415154224,0.046,0.07,1
2310043O21Rik,0.606849031,0.327855104,0.024,0.019,1
2310047D07Rik,0.33502735,1.257284377,0.018,0.011,1
2310057M21Rik,0.148712127,-0.20561729,0.099,0.132,1
2310058D17Rik,5.47E-05,-0.57368478,0.093,0.189,1
2310061I04Rik,7.10E-05,-0.665727302,0.159,0.268,1
2310067P03Rik,0.045021673,-1.272286083,0.004,0.017,1
2310068J16Rik,0.027390992,-0.538269069,0.014,0.036,1
2310074N15Rik,0.879579891,0.277464114,0.024,0.025,1
2410002F23Rik,3.03E-05,-0.75121072,0.08,0.172,0.805491299
2410004B18Rik,0.003999047,-0.008458064,0.129,0.21,1
2410006H16Rik,3.71E-07,-0.712748426,0.195,0.348,0.009873492
2410018L13Rik,0.030163376,-1.223721454,0.034,0.064,1
2410021H03Rik,0.576769662,0.501577348,0.157,0.151,1
2410022M11Rik,0.014662676,-0.825411308,0.016,0.042,1
2410080I02Rik,0.891202925,-0.123895342,0.018,0.019,1
2410131K14Rik,0.068667482,-0.178029776,0.095,0.136,1
2500002B13Rik,0.026088776,-2.145306511,0.002,0.015,1
2500004C02Rik,0.22854348,0.237981376,0.052,0.072,1
2510002D24Rik,9.65E-05,-0.556941381,0.145,0.255,1
2510009E07Rik,0.65001692,0.27724952,0.294,0.301,1
2510017J16Rik,0.096766528,1.077632237,0.034,0.017,1
2510039O18Rik,0.00216585,-0.305019483,0.113,0.189,1
2510046G10Rik,0.206703865,0.040211502,0.008,0.017,1
2600002D14Rik,0.066534565,-1.193676358,0.01,0.025,1
2600006K01Rik,0.366538433,-0.425738383,0.012,0.019,1
2600014E21Rik,0.395523112,-1.316874636,0.016,0.023,1
2610001J05Rik,0.031544285,-0.572925752,0.034,0.064,1
2610002M06Rik,0.34795847,0.229205146,0.151,0.183,1
2610008E11Rik,0.001189892,-0.244292587,0.247,0.361,1
2610020C07Rik,0.060292483,0.291816837,0.656,0.662,1
2610021A01Rik,0.02002155,-0.170178041,0.239,0.323,1
2610027K06Rik,0.385384467,0.564507266,0.187,0.178,1
2610035D17Rik,0.195263167,0.038252321,0.412,0.486,1
2610037D02Rik,0.838083608,0.160878836,0.604,0.662,1
2610044O15Rik8,0.017480041,-0.251870841,0.183,0.255,1
2610203C22Rik,0.651224852,0.760772434,0.05,0.045,1
2610204G07Rik,0.098191917,1.072813009,0.085,0.059,1
2610206C17Rik,0.178477767,-0.945172565,0.012,0.023,1
2610301B20Rik,0.001327427,-0.502404552,0.177,0.272,1
2610306M01Rik,0.179320102,1.24677278,0.056,0.038,1
2610307P16Rik,0.742815655,0.871933304,0.042,0.038,1
2610316D01Rik,0.02352329,-0.41149137,0.256,0.327,1
2610507B11Rik,9.70E-07,-0.541211539,0.288,0.454,0.02578551
2610507I01Rik,0.317830276,-0.146859895,0.018,0.028,1
2700033N17Rik,0.132981701,-0.5711517,0.06,0.085,1
2700038G22Rik,0.004680228,-0.697136317,0.097,0.159,1
2700046G09Rik,0.034741272,-0.310663621,0.074,0.115,1
2700049A03Rik,0.355549204,-0.001537021,0.203,0.24,1
2700054A10Rik,0.812812947,0.125371002,0.402,0.429,1
2700062C07Rik,2.64E-10,-0.994520977,0.137,0.316,7.01E-06
2700069I18Rik,0.370665002,0.288083887,0.109,0.134,1
2700081O15Rik,0.002660839,-0.070856489,0.095,0.168,1
2700097O09Rik,0.515274467,0.181363087,0.296,0.34,1
2810001G20Rik,0.023318306,-0.135701642,0.189,0.261,1
2810002D19Rik,0.064790652,-0.140668489,0.052,0.083,1
2810004N23Rik,0.049720666,-0.108846166,0.316,0.406,1
2810006K23Rik,0.184943544,0.175060923,0.068,0.093,1
2810013P06Rik,0.001854628,-0.246476612,0.278,0.395,1
2810021J22Rik,0.04767031,-0.233542742,0.107,0.153,1
2810029C07Rik,0.291976803,-0.07025135,0.074,0.093,1
2810032G03Rik,0.689229656,0.303084409,0.366,0.389,1
2810049E08Rik,0.472863808,0.617664022,0.016,0.011,1
2810402E24Rik,0.044697401,-0.479962087,0.044,0.074,1
2810403D21Rik,4.34E-05,-0.49233935,0.119,0.225,1
2810404M03Rik,0.000369302,-2.156339634,0.014,0.055,1
2810405F17Rik,0.009719753,-0.267780822,0.109,0.172,1
2810407A14Rik,0.40959788,1.193676877,0.022,0.015,1
2810410L24Rik,0.133564735,-0.374420021,0.03,0.049,1
2810414N06Rik,0.198238994,1.589457936,0.018,0.008,1
2810429I04Rik,0.094184363,0.09931699,0.097,0.136,1
2810432F15Rik,0.500040734,0.325321167,0.211,0.2,1
2810442N19Rik,0.294215044,-0.310815091,0.016,0.025,1
2810454H06Rik,0.034326876,-0.511361957,0.089,0.134,1
2810455O05Rik,0.486020883,-0.474320473,0.01,0.015,1
2810457G06Rik,0.224909663,-0.514257636,0.046,0.064,1
2810459M11Rik,0.226102202,-0.222585187,0.044,0.062,1
2810468N07Rik,0.057816562,-0.367518338,0.04,0.068,1
2810471M01Rik,0.8547519,-1.003676364,0.012,0.011,1
2900005J15Rik,0.300425762,-0.045427955,0.219,0.255,1
2900009J06Rik,0.385039316,0.073106532,0.157,0.185,1
2900026A02Rik,0.605841129,0.497670425,0.085,0.079,1
2900041M22Rik,0.919934433,0.326517605,0.01,0.011,1
2900045O20Rik,0.86707694,0.022121308,0.036,0.034,1
2900052L18Rik,0.691467684,0.458914447,0.217,0.251,1
2900052N01Rik,0.030211732,1.977836787,0.01,0,1
2900060B14Rik,0.939982469,0.411050118,0.191,0.2,1
2900060N12Rik,0.152489225,-0.05404534,0.115,0.151,1
2900076A07Rik,0.349592627,0.240538911,0.199,0.24,1
2900079G21Rik,0.006566746,-1.306413693,0.026,0.062,1
2900089D17Rik,0.426369685,-0.202355942,0.018,0.025,1
2900092C05Rik,0.484175386,-0.003857692,0.026,0.019,1
2900093K20Rik,5.89E-05,-0.337559841,0.34,0.495,1
2900097C17Rik,0.000636566,-0.488274541,0.167,0.257,1
3010001F23Rik,0.013384261,-0.047171527,0.256,0.35,1
3100003L05Rik,0.017437125,-0.35085946,0.054,0.096,1
3110009E18Rik,0.414015638,-0.231816867,0.064,0.079,1
3110021N24Rik,0.631318056,0.085322904,0.895,0.917,1
3110039M20Rik,0.31059168,-0.563544646,0.018,0.028,1
3110040N11Rik,0.243334446,0.111804852,0.103,0.132,1
3110045C21Rik,0.06127542,-0.661142358,0.028,0.051,1
3110056K07Rik,0.002184385,-0.144350416,0.398,0.544,1
3110070M22Rik,0.047875568,-1.249544154,0.002,0.013,1
3110082I17Rik,0.213315524,-0.070495502,0.26,0.31,1
3110083C13Rik,0.719081765,0.298617493,0.046,0.051,1
3200001D21Rik,0.488161898,0.425067916,0.095,0.085,1
3222401L13Rik,0.836914427,0.261367448,0.189,0.204,1
3300002A11Rik,0.000426022,-1.112261997,0.032,0.085,1
3300002I08Rik,0.581891789,0.382444066,0.199,0.195,1
3632454L22Rik,0.026857461,-0.379005986,0.054,0.091,1
3830406C13Rik,0.336592778,0.004752573,0.318,0.376,1
3830408C21Rik,0.766230175,0.401042212,0.093,0.089,1
4430402I18Rik,0.819098444,0.110001214,0.555,0.622,1
4631405J19Rik,0.912872049,0.734988434,0.02,0.019,1
4632404H12Rik,0.005216164,-0.383834873,0.048,0.096,1
4632411P08Rik,0.227758941,-1.024118627,0.01,0.019,1
4632427E13Rik,0.87827125,0.035660304,0.841,0.875,1
4632428C04Rik,0.003116367,-0.848585938,0.026,0.066,1
4731419I09Rik,0.180104718,-0.060043618,0.012,0.023,1
4732414G09Rik,0.44159562,-0.049697789,0.02,0.028,1
4732419C18Rik,0.136684815,-0.055734143,0.014,0.028,1
4732440D04Rik,0.761421141,0.207921145,0.344,0.384,1
4732463B04Rik,0.040953885,-0.235516156,0.139,0.193,1
4732471J01Rik,0.499806967,0.09154719,0.654,0.673,1
4732487G21Rik,0.485274476,-0.646277809,0.01,0.015,1
4732491K20Rik,0.368902588,-0.031919888,0.127,0.155,1
4732496C06Rik,0.925117673,0.514157942,0.01,0.011,1
4831440D22Rik,0.125916081,0.857481705,0.173,0.146,1
4833405L11Rik,0.508996109,0.754150433,0.018,0.013,1
4833413G10Rik,0.42345898,-1.092491541,0.006,0.011,1
4833417C18Rik,0.005846312,-0.482876949,0.016,0.047,1
4833418N02Rik,0.906711084,0.597343309,0.014,0.015,1
4833420G17Rik,0.143069663,-0.102844254,0.481,0.567,1
4833422C13Rik,0.365972191,0.038065155,0.187,0.217,1
4833422M21Rik,0.08082681,-0.246266414,0.012,0.028,1
4833438C02Rik,0.592951367,0.560161224,0.012,0.008,1
4833439L19Rik,0.016715659,-0.370058064,0.209,0.282,1
4833445I07Rik,0.001410437,-1.126876242,0.01,0.042,1
4921501I09Rik,0.030211732,2.390901806,0.01,0,1
4921504A21Rik,0.660820546,0.153977561,0.177,0.197,1
4921504E06Rik,0.81727422,0.199385313,0.01,0.008,1
4921507G05Rik,0.311929416,-0.655379907,0.008,0.015,1
4921507P07Rik,0.304229148,-0.236314911,0.08,0.1,1
4921509O07Rik,0.076722946,-1.286587227,0.004,0.015,1
4921511C10Rik,0.320873797,-0.021083556,0.396,0.459,1
4921511I17Rik,0.042478149,1.993557926,0.05,0.025,1
4921513I03Rik,0.076952323,-1.005191677,0.004,0.015,1
4921515E04Rik,0.681110462,-0.365850517,0.01,0.013,1
4921516A02Rik,0.183382274,1.527038613,0.012,0.004,1
4921522P10Rik,0.421129986,0.812880036,0.014,0.008,1
4921524J17Rik,0.894829643,-0.013514106,0.111,0.117,1
4921531C22Rik,0.021507512,-0.749516894,0.05,0.087,1
4921534H16Rik,0.806992431,0.311243467,0.386,0.412,1
4921539E11Rik,0.094987523,-0.50496182,0.014,0.03,1
4921539H07Rik,0.349704149,0.886058839,0.038,0.028,1
4930401C15Rik,0.705979913,1.12501641,0.012,0.015,1
4930402H24Rik,0.451273609,0.052069597,0.918,0.949,1
4930403P22Rik,0.422865475,0.513173198,0.135,0.123,1
