,RNA.IC_1d,RNA.IC_3d,RNA.IC_7d,RNA.Uninjured,Minimum,,14856
Gm5142,0,0.000360619,0,0,0,,
Gm5144,0.000361816,0,0,0.001249767,0,,
Gm5148,0.008705106,0.015276929,0.016554048,0.017953761,0.008705106,,
Gm5149,0.20819802,0.182846594,0.71255216,0.965364644,0.182846594,,
Gm5150,0,0.015002795,0,0,0,,
Gm5155,0,0.001865248,0,0,0,,
Gm5165,0.060479776,0.120334818,0.075331669,0.083876761,0.060479776,,
Gm5244,0.005247688,0,0,0,0,,
Gm527,0.027272551,0.024328103,0.054468573,0.034412405,0.024328103,,
Gm534,0.030676718,0.009272148,0.012098436,0.000839329,0.000839329,,
Gm536,0.004609433,0,0.026374624,0.00749427,0,,
Gm5415,0.008394194,0.005902574,0.032124334,0.037139925,0.005902574,,
Gm5420,0,0.000371013,0,0,0,,
Gm5426,0,0,0,0,0,,
Gm5427,0.008193909,0.005774351,0.00768061,0.010725257,0.005774351,,
Gm5431,0.004872283,0.001309597,0.003303383,0.004642786,0.001309597,,
Gm5432,0.015126208,0.00254333,0,0.022847023,0,,
Gm5441,0.293192803,0.132865018,0.908192209,0.941331409,0.132865018,,
Gm5444,0.021283335,0.031435292,0.010311162,0.00366842,0.00366842,,
Gm5460,0.002443969,0.001479479,0,0,0,,
Gm5464,0.010082071,0.015639879,0.013990392,0.015217127,0.010082071,,
Gm5468,0.041444261,0.032608188,0.076154295,0.086834469,0.032608188,,
Gm5475,0.006052608,0.011828236,0.025894919,0.031243509,0.006052608,,
Gm5485,0,0,0,0,0,,
Gm5493,0.063269095,0.035969658,0.247303386,0.112597966,0.035969658,,
Gm550,0.000696271,0,0,0.000594902,0,,
Gm5524,0.002670015,0,0,0,0,,
Gm553,0.09542909,0.039470214,0.079621638,0.262753924,0.039470214,,
Gm5532,0.001752225,0.004449613,0.004352427,0.001448647,0.001448647,,
Gm5533,0,0,0,0,0,,
Gm5535,0.004507587,0.005818102,0.011664008,0.011862951,0.004507587,,
Gm5544,0.011523966,0.018106677,0.018515046,0.008785018,0.008785018,,
Gm5546,0.000789051,0.000258094,0.005246202,0.003541606,0.000258094,,
Gm5570,0.003261912,0.003673824,0.003622378,0.003891865,0.003261912,,
Gm5577,0.098866901,0.18100659,0.30073982,0.20100423,0.098866901,,
Gm5592,0.002277933,0.000364533,0.00350091,0.003587923,0.000364533,,
Gm5600,0.00663232,0.015280522,0.008285593,0.009346749,0.00663232,,
Gm5608,0.00291367,0.004468453,0.001918649,0.003362191,0.001918649,,
Gm5617,0.002120233,0.002403499,0.017075911,0.002954183,0.002120233,,
Gm5622,0.000802004,0,0,0.001042408,0,,
Gm5627,0.001692215,0.002537247,0.009363296,0.003265745,0.001692215,,
Gm5678,0,0,0,0,0,,
Gm572,0.001416134,0.001656384,0.007246966,0.002779968,0.001416134,,
Gm5724,0.011506791,0.022572196,0,0.007562524,0,,
Gm5737,0.009172651,0.006098945,0.015302902,0.007391097,0.006098945,,
Gm5741,0,0,0.006101634,9.10E-05,0,,
Gm5751,0.001686253,0.002777247,0.004883137,0.006854433,0.001686253,,
Gm5767,0.007554772,0.008723445,0.045282108,0.04472289,0.007554772,,
Gm5784,0.010995414,0.034421014,0.028206807,0.02889926,0.010995414,,
Gm5795,0.000652198,0.003100348,0.00492805,0.001994825,0.000652198,,
Gm5796,0,0.001939927,0,0,0,,
Gm5800,0,0,0,0,0,,
Gm5820,0.015504915,0.003220418,0.008139845,0.247480212,0.003220418,,
Gm5833,0.000623196,0.001567841,0.021798998,0.007253341,0.000623196,,
Gm5860,0.011645508,0.007037479,0.024849961,0.011819877,0.007037479,,
Gm5862,0,0.001516089,0,0,0,,
Gm5878,0.003226062,0.006621785,0.016461548,0.006254558,0.003226062,,
Gm5893,0,0,0,0,0,,
Gm5901,0.003217336,0.000461883,0.004262749,0.005967659,0.000461883,,
Gm5907,0.005070514,0.00384816,0,0.007845137,0,,
Gm5914,0.059221411,0.022682731,0.067452381,0.089461752,0.022682731,,
Gm5916,0.003056413,0.001310174,0.002541052,0.003112168,0.001310174,,
Gm5930,0.001575705,0.000371013,0,0,0,,
Gm5934,0,0,0,0,0,,
Gm595,0.000991915,0.002969398,0,0.000313493,0,,
Gm6034,0.005174868,0.016480158,0.035205358,0.003795894,0.003795894,,
Gm6040,0.002428308,0,0.004427433,0.002419479,0,,
Gm609,0.00298643,0.004667822,0,0.002667281,0,,
Gm6116,0,0,0,0,0,,
Gm6117,0.008745118,0.004729852,0.013198552,0.010444396,0.004729852,,
Gm6133,0.004413604,0.005232015,0,0.002940382,0,,
Gm6145,0.014393115,0.025886473,0.027937016,0.087940399,0.014393115,,
Gm6169,0.001920108,0.007661268,0.002515597,0.006063673,0.001920108,,
Gm6209,0.004773292,0.002232841,0,0.003060446,0,,
Gm6213,0.024734526,0.011629857,0.006321455,0.013284704,0.006321455,,
Gm6225,0.128673531,0.099731454,0.125937022,0.070231098,0.070231098,,
Gm6260,0.710165953,0.183788223,0.632586821,0.896302529,0.183788223,,
Gm6270,0,0,0,0.000862329,0,,
Gm6277,0.027630183,0.071445329,0.049806843,0.031655477,0.027630183,,
Gm6288,0.006126274,0.010635454,0.013711223,0.011489682,0.006126274,,
Gm6313,0,0,0,0,0,,
Gm6329,0,0.000374656,0.006197259,0.004928726,0,,
Gm6408,0,0.002004709,0,0,0,,
Gm6410,0,0.0073981,0.01191352,0.002074797,0,,
Gm6471,0,0,0,0,0,,
Gm648,0,0,0,0,0,,
Gm6525,0.008762891,0.002920096,0.018994159,0.015726438,0.002920096,,
Gm6526,0.003127434,0,0,0,0,,
Gm6556,0,0,0,0,0,,
Gm6559,0.033554496,0.020765909,0.051906459,0.008292776,0.008292776,,
Gm6566,0.005856691,0.015873363,0.064344437,0.024080324,0.005856691,,
Gm6567,0,0.000477781,0,0,0,,
Gm6569,0.010629536,0.007431629,0.032459423,0.008784559,0.007431629,,
Gm6583,0.003734818,0.002870482,0.023288934,0.01370757,0.002870482,,
Gm6588,0.099287343,0.034469438,0.196074563,0.138913264,0.034469438,,
Gm6592,0.000362566,0.001260457,0.004229474,0.004157834,0.000362566,,
Gm6598,0.012270614,0.018132372,0.038858249,0.046674824,0.012270614,,
Gm6602,0.003408441,0.009312642,0.025073267,0.005380079,0.003408441,,
Gm6639,0.005771523,0.00106103,0.002901578,0.002051905,0.00106103,,
Gm6657,0,0.000546652,0.005414771,0.000621055,0,,
Gm671,0.044457609,0.012377818,0.189237606,0.051845184,0.012377818,,
Gm6710,0.010889836,0.021058294,0.021955481,0.012830069,0.010889836,,
Gm6712,0.067813655,0.135768993,0.116332121,0.085536231,0.067813655,,
Gm6729,0,0.000491575,0.005934014,0.000890595,0,,
Gm6787,0.003987512,0.008610792,0.003404139,0.005089443,0.003404139,,
Gm6871,0.002553465,0.000540183,0,0.004017566,0,,
Gm6980,0.015703938,0.008724473,0.009216128,0.019305601,0.008724473,,
Gm6994,0.260173206,0.150738629,0.890159798,0.773166838,0.150738629,,
Gm6999,0.062471348,0.262297852,0.240848584,0.010919357,0.010919357,,
Gm7008,0.003731267,0.002478864,0.018032503,0.002763741,0.002478864,,
Gm7030,0.006149902,0.0163003,0.024810193,0.012116586,0.006149902,,
Gm7072,0.121961619,0.199132938,0.215890594,0.185923681,0.121961619,,
Gm7125,0.202483133,0.110749937,0.040508373,0.096137302,0.040508373,,
Gm7145,0,0,0,0.000917992,0,,
Gm7160,0.017513086,0.03149514,0.022371642,0.032649042,0.017513086,,
Gm7168,0.00305617,0.001823221,0,0,0,,
Gm7247,0.005608186,0.012057269,0.025660434,0.008460673,0.005608186,,
Gm7271,0.000518964,0.001797782,0,0.001903171,0,,
Gm7276,0.018883103,0.030618757,0.104506256,0.114270927,0.018883103,,
Gm7292,0.000502134,0.005068077,0.008002561,0.006801276,0.000502134,,
Gm7298,0,0,0,0.000566282,0,,
Gm7324,0.01947287,0.005563472,0.008156607,0.001816679,0.001816679,,
Gm7347,0,0.000746202,0,0,0,,
Gm7361,0.008153846,0.007870702,0.013009759,0.000785401,0.000785401,,
Gm7457,0.007394671,0.001704129,0.030648802,0.03171154,0.001704129,,
Gm7467,0.019682322,0.015111581,0.070490507,0.055630843,0.015111581,,
Gm7480,0,0,0.016985958,0.000415603,0,,
Gm7489,0.00554473,0.004278534,0.064126575,0.021999034,0.004278534,,
Gm7534,0.002064791,0,0,0,0,,
Gm7550,0.000798919,0,0,0.000147763,0,,
Gm7568,0.010519471,0.017047032,0.035453792,0.042051294,0.010519471,,
Gm7580,0.054241177,0.025478096,0.071675299,0.111574857,0.025478096,,
Gm7598,0.003525802,0.000623809,0.00222084,0.000879881,0.000623809,,
Gm7616,0.001532108,0.000962296,0,0.000726336,0,,
Gm7644,0.001862818,0,0.006364562,0.003209098,0,,
Gm765,0.007076344,0.006897764,0.029820834,0.020429303,0.006897764,,
Gm7694,0.020469958,0.057701039,0.004285446,0.010348204,0.004285446,,
Gm7697,0.027648616,0.018614604,0.003349937,0.001550075,0.001550075,,
Gm7706,0.011830663,0.004948934,0.005698655,0.006233234,0.004948934,,
Gm7714,0,0,0.001317315,0.001110423,0,,
Gm773,0,0,0,0,0,,
Gm7854,0.101986712,0.070209666,0.141458833,0.200463616,0.070209666,,
Gm7932,0.001137554,0.002804381,0,0.000236554,0,,
Gm7967,0,0,0,0,0,,
Gm8013,0.007070062,0.003264084,0.01987315,0.000751874,0.000751874,,
Gm805,0.008191703,0.013467777,0.00696334,0.014221626,0.00696334,,
Gm8050,0,0.003779917,0,0,0,,
Gm8066,0.029248645,0.0368842,0.033221018,0.029939301,0.029248645,,
Gm807,0,0,0,0.000775178,0,,
Gm8075,0,0.001541724,0,0,0,,
Gm8098,0.301987895,0.132757672,0.135093687,0.537532987,0.132757672,,
Gm8108,0,0.001843861,0.004955722,0.000374695,0,,
Gm8113,0,0.00353079,0,0.001193029,0,,
Gm8126,0,0.0020006,0,0,0,,
Gm816,0.018269353,0.002641576,0.017095346,0.008801082,0.002641576,,
Gm8165,0,0,0,0,0,,
Gm8206,0.000650227,0.003990644,0.010452686,0.001034852,0.000650227,,
Gm8229,0.002931398,0,0,0.000467685,0,,
Gm8237,0.002550489,0.003252711,0.004804639,0.004353757,0.002550489,,
Gm8251,0.007637616,0.007951065,0.021432128,0.007890833,0.007637616,,
Gm8257,0.026243011,0.013554716,0.008533967,0.014373934,0.008533967,,
Gm826,0.00278797,0.005248495,0,0.000948408,0,,
Gm8267,0.020062392,0.000323457,0.023003609,0.023574383,0.000323457,,
Gm8281,0.001319619,0.001399474,0.013712163,0,0,,
Gm8298,0,0.001580558,0,0,0,,
Gm830,0.001464579,0.002393486,0.014876671,0.002806036,0.001464579,,
Gm831,0.002023141,0.001739959,0,0.000780448,0,,
Gm8369,0,0.000843783,0,0.002010701,0,,
Gm8439,0.002752079,0,0.008953206,0.004473726,0,,
Gm8633,0.016529033,0.023000909,0.008477973,0.003995331,0.003995331,,
Gm867,0.025373586,0.014737438,0.014718831,0.009543448,0.009543448,,
Gm8739,0.011361853,0.015692458,0.026808748,0.019371238,0.011361853,,
Gm8797,0,0,0.013924709,0.002374906,0,,
Gm884,0.006072121,0.004427594,0,0.003251969,0,,
Gm8871,0,0.002306286,0,0,0,,
Gm9008,0,0.000581742,0,0,0,,
Gm9017,0.001335965,0.002017243,0.003886816,0.004749426,0.001335965,,
Gm9195,0.004177702,0.004398869,0,0.000596884,0,,
Gm94,0.000825946,0,0,0.000284634,0,,
Gm9465,0,0,0,0.001445983,0,,
Gm9484,0.002997532,0.002022092,0.017772819,0.00256438,0.002022092,,
Gm9495,0.025974522,0.027591132,0.00565229,0.00392863,0.00392863,,
Gm9530,0.002434833,0.000702686,0.010694288,0.005339974,0.000702686,,
Gm9573,0.024621852,0.008976319,0.010642827,0.015812531,0.008976319,,
Gm960,0.150368855,0.167949618,0.174699485,0.137052873,0.137052873,,
Gm9725,0.032727886,0.030424214,0.084422099,0.057493377,0.030424214,,
Gm973,0.031078387,0.028604293,0.110522297,0.07039513,0.028604293,,
Gm9732,0.016507124,0.007761067,0,0.000471897,0,,
Gm9745,0,0.000446112,0.00414525,0.000846459,0,,
Gm9747,0,0,0,0.001171759,0,,
Gm9748,0.000819661,0,0.001924409,0.00211789,0,,
Gm9750,0.022461446,0.064842155,0.015515014,0.013700097,0.013700097,,
Gm9752,0,0,0.002516356,0.000320333,0,,
Gm9754,0.004578051,0.00254063,0.000772082,0.008051807,0.000772082,,
Gm9767,0.008191645,0.007410288,0.022664885,0.014535099,0.007410288,,
Gm9774,0,0.011284604,0.008725029,0.00125786,0,,
Gm9776,0.003760761,0.003607494,0.01346882,0.004564566,0.003607494,,
Gm9796,0.00113645,0.000316091,0.006727881,0.004179274,0.000316091,,
Gm9801,0.582966466,0.65997686,0.847788132,0.689328226,0.582966466,,
Gm9803,0.000231444,0.005161849,0.008002561,0.00183598,0.000231444,,
Gm9821,0.005405753,0.003990048,0.006827138,0.025245284,0.003990048,,
Gm9828,0.091839305,0.146743488,0.260092749,0.138089395,0.091839305,,
Gm9833,0.007402077,0.009204301,0.010464722,0.008676443,0.007402077,,
Gm9856,0.107598597,0.176063349,0.367731448,0.27635372,0.107598597,,
Gm9866,0.14989869,0.254319408,0.204066448,0.203148895,0.14989869,,
Gm9869,0,0,0.010079018,0.000205477,0,,
Gm9871,0.007138783,0.000577072,0,0.000106052,0,,
Gm9873,0.006230123,0.0017139,0.026595975,0.001896047,0.0017139,,
Gm9885,0.00699458,0.013192092,0.034874719,0.028307652,0.00699458,,
Gm9887,0.001520218,0.008745983,0.006403861,0.00542784,0.001520218,,
Gm9888,0.001064403,0.000915582,0,0.00041108,0,,
Gm9895,0,0,0,0,0,,
Gm9899,0.088040937,0.024246168,0.090219767,0.061325857,0.024246168,,
Gm9902,0.001666546,0.001452591,0.004974642,0.004284858,0.001452591,,
Gm9903,0.007639982,0.013555355,0.035439287,0.016930621,0.007639982,,
Gm9908,0,0,0.006096364,0.001228748,0,,
Gm9913,0.000692573,0.001875948,0,0.000682749,0,,
Gm9916,0.031756684,0.031145799,0.035914889,0.030385398,0.030385398,,
Gm9917,0.004088274,0.00218609,0.017762867,0.007528714,0.00218609,,
Gm9918,0,0,0,0,0,,
Gm9920,0.002199393,0.014152046,0.004925602,0.002882863,0.002199393,,
Gm9925,0.022781162,0.022137478,0.253527117,0.010448461,0.010448461,,
Gm9926,0.011418708,0.000446795,0.016346358,0.019106694,0.000446795,,
Gm9929,0.049930745,0.131936049,0.20937452,0.095943288,0.049930745,,
Gm9932,0.002578296,0.001248173,0,0.003211687,0,,
Gm9934,0,0.000935615,0.005311991,0.000557773,0,,
Gm9936,0.004122614,0.000470648,0.028519354,0.001786418,0.000470648,,
Gm9946,0.010622771,0.003632045,0.028287907,0.032807489,0.003632045,,
Gm9947,0.018623423,0.03481848,0.038137336,0.068344923,0.018623423,,
Gm9949,0.001977832,0.000724981,0.00599952,0.000871982,0.000724981,,
Gm9958,0.003018075,0.001284388,0.035994681,0.0119476,0.001284388,,
Gm9961,0.006900768,0.016039983,0.106646242,0.062544102,0.006900768,,
Gm9962,0.070895916,0.112875174,0.119814736,0.185712645,0.070895916,,
Gm9967,0.046346762,0.05499907,0.090198127,0.06356423,0.046346762,,
Gm9968,0.00540387,0.003269919,0.016148213,0.007186206,0.003269919,,
Gm9970,0.005495574,0.008058395,0.015736593,0.007056987,0.005495574,,
Gm9984,0.001122039,0.000552558,0.01705357,0.007881947,0.000552558,,
Gm9989,0.040646282,0.012866475,0.037530698,0.017456509,0.012866475,,
Gm9993,0.054636859,0.09064669,0.234915832,0.147801746,0.054636859,,
Gm9999,0,0,0,0,0,,
Gmcl1,1.490875569,1.144388937,1.616485385,1.257214744,1.144388937,,
Gmds,2.248864141,2.404191991,2.276658795,1.656861783,1.656861783,,
Gmeb1,0.797434392,0.619704888,0.618103603,0.436058222,0.436058222,,
Gmeb2,0.886059541,0.327873905,0.342549337,0.320379329,0.320379329,,
Gmfb,0.173457015,0.227043623,0.153283799,0.129513297,0.129513297,,
Gmfg,0.001183153,0.004689859,0,0.002365368,0,,
Gmip,0.080048855,0.137983343,0.089373562,0.044746513,0.044746513,,
Gml,0,0,0,0,0,,
Gml2,0,0.009893876,0,0,0,,
Gmnc,0.015090719,0.004163328,0.001627922,0.005673854,0.001627922,,
Gmnn,0.02204161,0.023022406,0.035392601,0.052959606,0.02204161,,
Gmppa,0.111065601,0.128176259,0.123420074,0.100551048,0.100551048,,
Gmppb,0.021914496,0.016029941,0.024634198,0.039436676,0.016029941,,
Gmpr,0.462726722,0.370829967,0.554691413,0.616097241,0.370829967,,
Gmpr2,0.069629133,0.098261885,0.118368138,0.0957383,0.069629133,,
Gmps,0.211658852,0.308945205,0.46286016,0.262105883,0.211658852,,
Gna11,0.090123505,0.206167888,0.134763258,0.10544323,0.090123505,,
Gna12,0.375569371,0.323482899,0.259200005,0.358739333,0.259200005,,
Gna13,0.157294993,0.307335396,0.166649182,0.125301117,0.125301117,,
Gna14,0.004908394,0.033802793,0.022443554,0.007686798,0.004908394,,
Gna15,0.016979968,0.006699993,0.041186699,0.009203872,0.006699993,,
Gnai1,0.768056094,0.638841255,0.982829378,1.183462464,0.638841255,,
Gnai2,0.057592238,0.139252946,0.062558325,0.045787653,0.045787653,,
Gnai3,0.23401591,0.250297185,0.239074466,0.145447731,0.145447731,,
Gnal,0.241315896,0.666332717,0.386480951,0.268020844,0.241315896,,
Gnao1,4.206284851,2.796744519,1.562535662,2.294378815,1.562535662,,
Gnaq,2.058429521,2.569614021,2.030118457,2.286907657,2.030118457,,
Gnas,1.144425845,1.477287929,1.461889642,0.9048228,0.9048228,,
Gnasas1,0.004075174,0.013524896,0.00613068,0.007865611,0.004075174,,
Gnat1,0,0.002493457,0,0,0,,
Gnat2,0.001337266,0,0.002031364,0.002303931,0,,
Gnat3,0,0.001431411,0,0,0,,
Gnaz,0.615366323,0.334888718,0.732372085,0.6043595,0.334888718,,
Gnb1,1.222434528,1.596261243,0.979664618,0.990075759,0.979664618,,
Gnb1l,0.095897961,0.092979534,0.094785195,0.08255049,0.08255049,,
Gnb2,0.237182684,0.293112809,0.312075529,0.23639056,0.23639056,,
Gnb3,0.00398634,0.003482133,0,0.002279765,0,,
Gnb4,0.017114341,0.012398109,0.098171097,0.033738921,0.012398109,,
Gnb5,1.019636055,0.762373469,0.643824055,0.71056111,0.643824055,,
Gne,0.155000028,0.065349408,0.142215043,0.106027645,0.065349408,,
Gng10,0.033955787,0.05113358,0.101311334,0.076501298,0.033955787,,
Gng11,0,0,0.024667366,0.000547094,0,,
Gng12,1.639807327,0.960765418,1.221220716,1.109552793,0.960765418,,
Gng13,0.0246114,0.012718435,0.14162245,0.055778218,0.012718435,,
Gng2,0.486857446,0.653438779,0.438917944,0.400181698,0.400181698,,
Gng3,0.197518903,0.327344385,0.568491603,0.294374607,0.197518903,,
Gng4,0.003086965,0.011117362,0.003095592,0.017078774,0.003086965,,
Gng5,0.011687287,0.014023906,0.013245162,0.013701494,0.011687287,,
Gng7,0.616803565,0.400873908,0.537662778,0.574049377,0.400873908,,
Gngt2,0,0,0,0,0,,
Gnl1,0.107342903,0.076548691,0.138349965,0.09248235,0.076548691,,
Gnl2,0.451201447,0.543172102,0.433651028,0.286711244,0.286711244,,
Gnl3,0.661498708,0.688909418,0.720296416,0.584452516,0.584452516,,
Gnl3l,0.616610994,0.789811201,0.526480646,0.368493927,0.368493927,,
Gnmt,0.058281784,0.025596587,0.066215294,0.025443008,0.025443008,,
Gnpat,0.241982181,0.235732329,0.373948161,0.280083026,0.235732329,,
Gnpda1,0.109677652,0.228657012,0.313081726,0.235434518,0.109677652,,
Gnpda2,0.141874127,0.336655355,0.104854051,0.098524089,0.098524089,,
Gnpnat1,0.094042783,0.223277686,0.219810736,0.06970416,0.06970416,,
Gnptab,0.7601918,0.584377148,0.508447541,0.476027894,0.476027894,,
Gnptg,0.360453679,0.356326259,0.414287165,0.405648746,0.356326259,,
Gnrh1,0.01734755,0.022171256,0.015724369,0.012209447,0.012209447,,
Gnrhr,0.00178495,0.000762313,0.001627922,0.005779978,0.000762313,,
Gns,0.370695647,0.442875017,0.465306872,0.434828105,0.370695647,,
Golga1,0.608379435,0.729657705,0.6153593,0.561850564,0.561850564,,
Golga2,0.321677954,0.303990073,0.331404658,0.279518912,0.279518912,,
Golga3,0.555102291,0.376141938,0.435455404,0.473715915,0.376141938,,
Golga4,1.222835864,1.24415701,0.869186742,0.60879433,0.60879433,,
Golga5,0.232242033,0.503094975,0.488382333,0.318101669,0.232242033,,
Golga7,0.132247978,0.172606972,0.194012211,0.133548873,0.132247978,,
Golga7b,0.22151249,0.078965163,0.059599665,0.105885945,0.059599665,,
Golgb1,1.017838024,1.163608512,1.277467974,1.14364015,1.017838024,,
Golim4,0.14168652,0.148525542,0.178577575,0.061721125,0.061721125,,
Golm1,0.023477619,0.068564596,0.029157603,0.009863718,0.009863718,,
Golph3,0.217743675,0.251445426,0.261642379,0.216501476,0.216501476,,
Golph3l,0.055474117,0.186029812,0.086152217,0.083469614,0.055474117,,
Golt1b,0.093124666,0.072080641,0.132749954,0.090612495,0.072080641,,
Gon4l,1.221337399,1.165493811,1.079154101,0.885639659,0.885639659,,
Gopc,0.252561229,0.422583074,0.339804567,0.31021952,0.252561229,,
Gorab,0.041736908,0.054691591,0.036719255,0.035170411,0.035170411,,
Gorasp1,0.047081939,0.037470541,0.046901276,0.034312218,0.034312218,,
Gorasp2,0.253551021,0.187305034,0.275362612,0.217486339,0.187305034,,
Gosr1,0.183487276,0.28926138,0.340834023,0.218647797,0.183487276,,
Gosr2,0.086010441,0.169381551,0.191811826,0.124568265,0.086010441,,
Got1,0.504264555,0.484068367,0.499455362,0.328123864,0.328123864,,
Got1l1,0.001071317,0.007963575,0.003159358,0.000957324,0.000957324,,
Got2,0.637093089,0.564271083,0.751331304,0.521540686,0.521540686,,
Gp1bb,0.002226102,0.027999972,0.005236613,0.002281881,0.002226102,,
Gp2,0,0,0,0,0,,
Gp5,0,0.00045012,0.008967752,0.001397856,0,,
Gp6,0.002941122,0.001760851,0,0.0002988,0,,
Gpa33,0,0,0,0,0,,
Gpaa1,0.036800091,0.046005462,0.074772019,0.047669827,0.036800091,,
Gpalpp1,0.080274248,0.121536363,0.127343658,0.083100066,0.080274248,,
Gpam,0.105682934,0.191107915,0.210753711,0.16494528,0.105682934,,
Gpank1,0.016126726,0.029713774,0.046234976,0.025587235,0.016126726,,
Gpat2,0.002975939,0.001236622,0,0.004555118,0,,
Gpat3,0.137481984,0.103750519,0.103412675,0.07413745,0.07413745,,
Gpat4,0.138867818,0.220366717,0.142501816,0.152595177,0.138867818,,
Gpatch1,0.466162153,0.649826209,0.37328526,0.431025271,0.37328526,,
Gpatch11,0.129190318,0.074882966,0.122501737,0.126091784,0.074882966,,
Gpatch2,0.758617059,0.95531254,0.734222731,0.689862439,0.689862439,,
Gpatch2l,0.480192223,0.904272483,0.381644548,0.362936755,0.362936755,,
Gpatch3,0.069469017,0.083640406,0.069977512,0.048821894,0.048821894,,
Gpatch4,0.05989108,0.117705374,0.147602243,0.118021418,0.05989108,,
Gpatch8,4.4657008,4.725914788,4.503019271,4.421301101,4.421301101,,
Gpbp1,0.50015948,0.501106967,0.512479742,0.455442839,0.455442839,,
Gpbp1l1,0.38104222,0.454774674,0.401422038,0.36166289,0.36166289,,
Gpc1,0.16008164,0.11361464,0.134444843,0.151843769,0.11361464,,
Gpc2,0.002361212,0.000583887,0.002259581,0.001644695,0.000583887,,
Gpc3,0.006177873,0.0044543,0.021068663,0.008895391,0.0044543,,
Gpc4,0.334436518,0.117282661,0.083800135,0.302471122,0.083800135,,
Gpc5,0.621230382,0.902477693,0.59433165,0.492622461,0.492622461,,
Gpc6,3.064659181,4.095991376,4.622365895,3.433577606,3.064659181,,
Gpcpd1,0.943865607,1.254653906,0.830664781,0.83300645,0.830664781,,
Gpd1,0.080538881,0.073781906,0.081276699,0.110572823,0.073781906,,
Gpd1l,0.092759259,0.11289637,0.18532846,0.151390113,0.092759259,,
Gpd2,0.229367918,0.265511287,0.180596746,0.188729526,0.180596746,,
Gper1,0.00065758,0,0.001055565,0.001305541,0,,
Gphb5,0,0.004516292,0,0,0,,
Gphn,5.204096435,4.818775374,3.502612838,4.610310647,3.502612838,,
Gpi1,1.044194173,0.702108101,0.7953956,0.684657808,0.684657808,,
Gpkow,0.175478874,0.244200931,0.39989946,0.259560602,0.175478874,,
Gpld1,0.069282867,0.116086296,0.112317981,0.069174583,0.069174583,,
Gpm6a,2.003928355,2.200389101,2.490452226,1.880629416,1.880629416,,
Gpm6b,5.431074854,4.158334592,4.197339693,6.110523898,4.158334592,,
Gpn1,0.072716612,0.082987128,0.066067551,0.083816285,0.066067551,,
Gpn2,0.038255056,0.026616771,0.02873021,0.015947196,0.015947196,,
Gpn3,0.032603645,0.057603459,0.073889441,0.045433067,0.032603645,,
Gpnmb,0.023488665,0.034567655,0.033985069,0.006684179,0.006684179,,
Gpr1,0.008601155,0.032597864,0.043056681,0.004854054,0.004854054,,
Gpr101,0,0.000627068,0,0,0,,
Gpr107,0.677511913,0.785025539,0.551471582,0.45212349,0.45212349,,
Gpr108,0.101561242,0.142471017,0.142614034,0.129308339,0.101561242,,
Gpr119,0.000862176,0.00631743,0,0.000904413,0,,
Gpr12,0.003114355,0.004215978,0,0.006607032,0,,
Gpr132,0.004650747,0.001693649,0.009095112,0.001611601,0.001611601,,
Gpr135,0.010534614,0.03488951,0.054241308,0.037640361,0.010534614,,
Gpr137,0.05221517,0.062097853,0.08247158,0.122774496,0.05221517,,
Gpr137b,0.086583421,0.107590233,0.09759842,0.046815777,0.046815777,,
Gpr137c,1.88014443,1.642597373,1.957303933,0.653354312,0.653354312,,
Gpr139,0.001959716,0.001366032,0,0.000520505,0,,
Gpr141,0.016710599,0.000571136,0.12133649,0.017719763,0.000571136,,
Gpr141b,0.00169599,0,0.007825479,0.000872249,0,,
Gpr142,0,0.001425244,0,0,0,,
Gpr143,0,0,0,0,0,,
Gpr146,0.105131202,0.067291722,0.065082661,0.049599942,0.049599942,,
Gpr149,0.001021711,0.004338082,0.002128565,0.00177631,0.001021711,,
Gpr150,0.007701994,0.006042631,0.022999632,0.050105916,0.006042631,,
Gpr151,0.003450192,0.001157819,0,0.000864863,0,,
Gpr152,0.00145886,0.002869447,0,0.000813949,0,,
Gpr153,0.008909193,0.045732855,0.008719484,0.004405614,0.004405614,,
Gpr155,0.314418257,0.284854738,0.281412912,0.240307665,0.240307665,,
Gpr156,0.001937438,0.012117479,0.01790963,0.005341317,0.001937438,,
Gpr157,0.010801132,0.016908496,0.0099772,0.010055476,0.0099772,,
Gpr158,6.425064127,9.655471559,4.380085077,3.123625509,3.123625509,,
Gpr160,0.002072651,0.004555955,0.025743642,0.00333797,0.002072651,,
Gpr161,0.005329938,0.013033961,0.01209564,0.008598882,0.005329938,,
Gpr162,0.182347597,0.158589577,0.256890616,0.20830868,0.158589577,,
Gpr165,0,0.002106298,0.009458583,0.003131501,0,,
Gpr17,0,0.001755243,0,0,0,,
Gpr171,0.00572452,0.005324402,0.049964548,0.053510004,0.005324402,,
Gpr173,0.084729305,0.172060164,0.086657779,0.102445035,0.084729305,,
Gpr176,0.306684998,0.230899114,0.24499932,0.244862918,0.230899114,,
Gpr179,0.005046429,0.009255128,0.03662277,0.008986081,0.005046429,,
Gpr18,0.055914002,0.054859567,0.171465679,0.142606134,0.054859567,,
Gpr180,0.086657384,0.076320427,0.098966435,0.13775964,0.076320427,,
Gpr182,0,0,0.002532671,0.000423985,0,,
Gpr183,0.021731433,0.008839392,0.039151783,0.048008566,0.008839392,,
